question_id;text;correct;
6;e) fortalecimento da família tradicional, concentração da economia nas atividades agropastoris, preservação do monoteísmo.;false;
7;a) a oposição à religião do Estado Romano e a negação da origem divina do Imperador, pelos cristãos.;true;
7;b) a publicação do Edito de Milão que impediu a legalização do Cristianismo e alimentou a repressão.;false;
7;c) a formação de heresias como a do Arianismo, de autoria do bispo Ário, que negava a natureza divina de Cristo.;false;
7;d) a organização dos Concílios Ecumênicos, que visavam promover a definição da doutrina cristã.;false;
7;e) o fortalecimento do Paganismo sob o Imperador Teodósio, que mandou martirizar milhares de cristãos.;false;
8;a) os valores ético-políticos que caracterizam a democracia ateniense no período clássico.;true;
8;b) os valores ético-militares que caracterizaram a vida política espartana em toda a sua história.;false;
8;c) a admiração pela frugalidade e pela pobreza que caracterizou Atenas durante a fase democrática.;false;
8;d) o desprezo que a aristocracia espartana devotou ao luxo e à riqueza ao longo de toda a sua história.;false;
8;e) os valores ético-políticos de todas as cidades gregas, independentemente de sua forma de governo.;false;
9;a) abandonados completamente os ideais de autarquia da pólis, de glorificação da guerra e a visão aristocrática da sociedade e da política, que haviam caracterizado os períodos anteriores.;false;
9;b) introduzidos novos ideais baseados na economia de mercado, na condenação da guerra e na valorização da democracia, mais condizentes com a igualdade vigente.;false;
9;c) preservados os antigos ideais de autarquia, da guerra, da propriedade da terra, do ócio, como valores positivos.;true;
9;d) recuperadas antigas práticas do período homérico - abandonadas no período arcaico - como a escravidão em grande escala e o imperialismo econômico.;false;
9;e) adaptados aos antigos ideais aristocráticos e de autarquia (do período homérico e arcaico) os novos ideais de economia de mercado do período clássico.;false;
10;a) a importância dos jogos olímpicos limitava-se aos esportes.;false;
10;b) a democracia espartana era representativa.;false;
10;c) a escultura helênica, embora desligada da religião, valorizava o corpo humano.;false;
10;d) os atenienses valorizavam o ócio e desprezavam os negócios.;false;
10;e) poemas, com narrações sobre aventuras épicas, são importantes para a compreensão do período homérico.;true;
11;a) se opunham ao politeísmo dominante na época.;false;
11;b) os seus deuses, sempre prontos para castigar os pecadores, desencadearam o dilúvio.;false;
11;c) depois da morte a alma podia voltar ao corpo mumificado.;true;
11;d) construíram túmulos, em forma de pirâmides truncadas, erigidos para a eternidade.;false;
11;e) os camponeses constituíam categoria social inferior.;false;
12;a) ao pacifismo do povo assírio.;false;
12;b) às soluções arquitetônicas dos sumérios.;false;
12;c) ao modo de produção asiático dos caldeus.;false;
12;d) aos atos despóticos e militaristas dos assírios.;true;
12;e) à religião politeísta dos mesopotâmicos.;false;
13;a) Originários da Arábia, os hebreus constituíram dois reinos: o de Judá e o de Israel na Palestina.;false;
13;b) As guerras geraram a unidade política dos hebreus. Esta unidade se firmou primeiro em torno de juízes e, depois em volta dos reis.;false;
13;c) Os profetas surgiram na Palestina por volta dos séculos VIII e VII aC., quando ocorreu uma onda de protestos dos trabalhadores contra os comerciantes.;false;
13;d) A religião hebraica passou por diversas fases, evoluindo do politeísmo ao monoteísmo difundido pelos profetas.;false;
13;e) Os hebreus se organizaram social e economicamente com base na propriedade da terra, o que deu início à Diáspora.;true;
14;a) fenícios.;true;
14;b) hebreus.;false;
14;c) caldeus.;false;
14;d) egípcios.;false;
14;e) persas.;false;
15;a) reafirmava o princípio do poder ilimitado dos monarcas para fixar novos tributos.;false;
15;b) freou as lutas entre os cavaleiros e instituiu o Parlamento, subdividido em duas Câmaras.;false;
15;c) assegurava antigas garantias a uma minoria privilegiada, mas veiculava princípios de liberdade política.;true;
15;d) limitou as ambições políticas dos papas, mesmo tratando-se de um contrato feudal.;false;
15;e) proclamava os direitos e as liberdades do homem do povo, através de 63 artigos.;false;
16;a) não diferiam das cidades greco-romanas, uma vez que ambas eram, em primeiro lugar, centros político-administrativos e local de residência das classes proprietárias rurais e, secundariamente, também centro de comércio e manufatura.;false;
16;b) não diferiam das cidades da época moderna, uma vez que ambas, além de serem cercadas por grossas muralhas, eram, ao mesmo tempo, centros de comércio e manufatura e de poder, isto é, politicamente autônomas.;false;
16;c) diferiam das cidades de todas as épocas e lugares, pois o que se definia era, precisamente, o fato de serem espaços fortificados, construídos para abrigarem a população rural durante as guerras feudais.;false;
16;d) diferentemente de suas antecessoras greco-romanas eram principalmente centro de comércio e manufatura e, diferentemente de suas sucessoras modernas, eram independentes politicamente, dominando um entorno rural que lhes garantia o abastecimento.;true;
16;e) eram separadas da economia feudal, pois sendo esta incapaz de gerar qualquer excedente de produção, obrigava-as a importar alimentos e a exportar manufaturas fora do mundo feudal, daí a importância estratégica do comércio na Idade Média.;false;
17;a) ao Renascimento cultural promovido por Carlos Magno e pelos homens cultos que trouxe para sua corte.;false;
17;b) à invenção da imprensa que possibilitou a reprodução dos livros a serem consultados por mestres e alunos.;false;
17;c) à importância de se difundir o ensino do latim, língua utilizada pela Igreja para escrever tratados teológicos, cartas e livros.;false;
17;d) ao crescimento do comércio, ao desenvolvimento das cidades e às aspirações de conhecimentos da burguesia.;true;
17;e) à determinação de eliminar a ignorância e o analfabetismo da chamada Idade das Trevas.;false;
18;a) a garantia de segurança, um contexto em que as classes e os estados nacionais se encontram em conflito, e a perspectiva de conquistas de terras e riquezas.;false;
18;b) o cumprimento das obrigações senhoriais ligadas à produção, e à proibição da transmissão hereditária das conquistas realizadas.;false;
18;c) a permissão real para realização de atividades comerciais, e a eliminação do tédio de um cotidiano de cultura rudimentar e alheio a assuntos administrativos.;false;
18;d) o respeito às relações de vassalagem travadas entre senhores e servos, e a diversão sob a forma de torneios e jogos em épocas de paz.;false;
18;e) a participação nas guerras santas e na defesa do catolicismo, e a possibilidade de pilhagem de homens e coisas, de massacres e mutilações de inimigos.;true;
19;a) às invasões dos turcos, lombardos e mongóis que a Europa sofreu nos séculos IX e X, depois do esfacelamento do Império Carolíngio.;false;
19;b) às invasões prolongadas e devastadoras dos sarracenos, húngaros e vikings na Europa, nos séculos IX e X (ao Sul, Leste e Norte respectivamente), depois do esfacelamento do Império Carolíngio.;true;
19;c) às lutas entre camponeses e senhores no campo e entre trabalhadores e burgueses nas cidades, impedindo qualquer estabilidade social e política.;false;
19;d) aos tumultos e perturbações provocadas pelas constantes fomes, pestes e rebeliões que assolavam as áreas mais densamente povoadas da Europa.;false;
19;e) à combinação de fatores externos (invasões e introdução de novas doutrinas e heresias) e internos (escassez de alimentos e revoltas urbanas e rurais).;false;
20;a) traduziram e difundiram entre os europeus importantes obras sobre o saber grego.;true;
20;b) propagaram a obra Mil e uma Noites , mostrando que ela se baseia em lendas chinesas.;false;
20;c) introduziram na Europa novas técnicas de cultivo e a habilidade na representação de figuras humanas.;false;
20;d) profetizavam o destino do homem através das estrelas.;false;
20;e) desenvolveram uma ciência não submetida aos ensinamentos religiosos.;false;
21;a) Adornos de bronze e cobre.;false;
21;b) Aquedutos e esgotos.;false;
21;c) Telhados de beirais recurvos.;false;
21;d) Mosaicos coloridos e cúpulas arredondadas.;true;
21;e) Vias calçadas com artefatos de couro.;false;
22;a) hierarquia eclesiástica da Igreja Católica.;false;
22;b) relação de tipo comunitário dos camponeses.;false;
22;c) relação de suserania e vassalagem.;true;
22;d) hierarquia nas Corporações de Ofício.;false;
22;e) organização política das cidades medievais.;false;
23;a) pela inexistência do regime de propriedade da terra, predomínio da economia de comércio e organização da propriedade pública.;false;
23;b) pelo cultivo da terra por escravos com produção intensiva e grandes benefícios para os vassalos.;false;
23;c) pela aplicação do sistema assalariado e trabalho forçado dos vilões nas pequenas propriedades senhoriais.;false;
23;d) pela divisão da terra em pequenas propriedades e utilização de técnicas avançadas de cultivo.;false;
23;e) pela propriedade senhorial da terra, regime de trabalho servil e bases essencialmente agrárias.;true;
24;a) destruiu a dominação social da nobreza, na passagem da Idade Moderna para a Contemporânea.;false;
24;b) estabeleceu a dominação social da nobreza, na passagem da Antiguidade para a Idade Média.;false;
24;c) fez da nobreza uma ordem privilegiada, na passagem da Alta Idade Média para a Baixa Idade Média.;false;
24;d) conservou o privilégios políticos da nobreza, na passagem do Antigo Regime para a Restauração.;false;
24;e) permitiu ao Estado dominar politicamente a nobreza, na passagem da Idade Média para a Moderna.;true;
25;a) a função do Estado é agir de acordo com a vontade da maioria.;false;
25;b) a História se explica pelo valor da raça de um povo.;false;
25;c) a fidelidade ao poder absoluto reside na separação dos três poderes.;false;
25;d) o rei reina por vontade de Deus, sendo assim considerado o seu representante na Terra.;true;
25;e) a soberania máxima reside no próprio povo.;false;
26;a) o Humanismo e o Renascimento.;false;
26;b) os grandes descobrimentos e a expansão geográfica.;false;
26;c) formação do Estado nacional.;false;
26;d) a Reforma e a Contra-Reforma.;false;
26;e) a Revolução Francesa.;true;
27;a) absolutismo monárquico, nova forma política assumida cujos fundamentos estavam expressos na SUMA TEOLÓGICA de Tomás de Aquino.;false;
27;b) mercantilismo que serviam para justificar o enriquecimento da Igreja Católica, mas não traduziam os interesses do monarca absolutista.;false;
27;c) absolutismo monárquico que intervinha na vida econômica.;true;
27;d) liberalismo praticado pelos Príncipes, mas limitado pela tradição e pelo equilíbrio entre as classes sociais.;false;
27;e) absolutismo monárquico que punha em prática uma política econômica de características não intervencionistas, quase liberais - a política mercantilista.;false;
28;a) Combate aos privilégios da nobreza.;false;
28;b) Centralização política e administrativa.;true;
28;c) Política econômica liberal.;false;
28;d) Fragmentação territorial.;false;
28;e) Abandono do tributarismo e do fiscalismo.;false;
29;"a) ""Leviatã""";false;
29;"b) ""Do Direito da Paz e da Guerra""";false;
29;"c) ""República""";false;
29;"d) ""O Príncipe""";true;
29;"e) ""Política Segundo as Sagradas Escrituras""";false;
30;"a) o absolutismo;";true;
30;b) o iluminismo,;false;
30;"c) o liberalismo;";false;
30;"d) o patriotismo do rei;";false;
30;e) a igualdade democrática.;false;
31;a) consagraram os princípios de uma ideologia católica, absolutista e autoritária, que foram impostos pela França.;false;
31;b) romperam com o estatuto que definia a estabilidade política e religiosa das nações européias.;false;
31;c) atraíram a participação da Inglaterra para a solução dos problemas continentais advindos da evolução econômica.;false;
31;d) acabaram com a política de hegemonia dos Habsburgos e impediram, provisoriamente, a idéia de uma unidade imperial da Europa.;true;
31;e) permitiram à Espanha, então governada por Filipe IV, obter bases marítimas nos Países Baixos e nas Províncias Unidas.;false;
32;a) Fortaleceu-se com a criação da Igreja Anglicana.;false;
32;b) Foi iniciado por Henrique VIII, da dinastia Tudor, e consolidado no longo reinado de sua filha Elizabeth I.;false;
32;c) A política mercantilista intervencionista foi fundamental para a sua solidificação.;false;
32;d) Foi conseqüência da Guerra das Duas Rosas, que eliminou milhares de nobres e facilitou a consolidação da monarquia centralizada.;false;
32;e) O rei reinava mas não governava, a exemplo do que ocorreu durante toda a modernidade.;true;
33;30m;false;
33;10km;false;
33;25m;false;
33;1km;false;
33;10m;true;
34;106km;false;
34;34km;false;
34;154km;true;
34;284km;false;
34;217km;false;
35;0,7;false;
35;1,4;false;
35;1,5;true;
35;2;false;
35;3;false;
36;68km/h;false;
36;70km/h;false;
36;74km/h;false;
36;80km/h;true;
36;82km/h;false;
37;100m;false;
37;200m;true;
37;240m;false;
37;300m;false;
37;360m;false;
38;1,00 m;false;
38;1,20 m;false;
38;1,25 m;true;
38;1,50 m;false;
38;1,75 m;false;
39;2,5 m/s;false;
39;3,0 m/s;false;
39;3,5 m/s;false;
39;4,0 m/s;false;
39;5,0 m/s;true;
40;10s;true;
40;20s;false;
40;30s;false;
40;40s;false;
40;50s;false;
